data,responsável,temperatura
quarta - 12/04/2023 18:15,Júlia,28.61
quarta - 12/04/2023 18:30,Júlia,
quarta - 12/04/2023 18:45,Júlia,28.48
quarta - 12/04/2023 19:00,Júlia,27.89
quarta - 12/04/2023 19:15,Júlia,28.17
quarta - 12/04/2023 19:30,Júlia,27.78
quarta - 12/04/2023 19:45,Júlia,27.63
quarta - 12/04/2023 20:00,Júlia,27.32
quarta - 12/04/2023 20:15,Júlia,26.97
quarta - 12/04/2023 20:30,Júlia,26.82
quarta - 12/04/2023 20:45,Júlia,26.68
quarta - 12/04/2023 21:00,Júlia,26.59
quarta - 12/04/2023 21:15,Júlia,26.5
quarta - 12/04/2023 21:30,Júlia,26.0
quarta - 12/04/2023 21:45,Júlia,25.93
quarta - 12/04/2023 22:00,Júlia,25.82
quarta - 12/04/2023 22:15,Júlia,25.66
quarta - 12/04/2023 22:30,Júlia,25.44
quarta - 12/04/2023 22:45,Júlia,25.61
quarta - 12/04/2023 23:00,Júlia,25.29
quarta - 12/04/2023 23:15,Júlia,25.16
quarta - 12/04/2023 23:30,Júlia,24.76
quarta - 12/04/2023 23:45,Júlia,24.33
quinta - 13/04/2023 00:00,Letícia,23.7
quinta - 13/04/2023 00:15,Letícia,22.95
quinta - 13/04/2023 00:30,Letícia,22.88
quinta - 13/04/2023 00:45,Letícia,22.66
quinta - 13/04/2023 01:00,Letícia,22.6
quinta - 13/04/2023 01:15,Letícia,22.26
quinta - 13/04/2023 01:30,Letícia,21.77
quinta - 13/04/2023 01:45,Letícia,21.96
quinta - 13/04/2023 02:00,Letícia,21.74
quinta - 13/04/2023 02:15,Letícia,21.31
quinta - 13/04/2023 02:30,Letícia,21.05
quinta - 13/04/2023 02:45,Letícia,21.18
quinta - 13/04/2023 03:00,Letícia,20.92
quinta - 13/04/2023 03:15,Letícia,20.67
quinta - 13/04/2023 03:30,Letícia,20.49
quinta - 13/04/2023 03:45,Letícia,21.05
quinta - 13/04/2023 04:00,Letícia,20.62
quinta - 13/04/2023 04:15,Letícia,21.07
quinta - 13/04/2023 04:30,Letícia,21.41
quinta - 13/04/2023 04:45,Letícia,21.25
quinta - 13/04/2023 05:00,Letícia,20.94
quinta - 13/04/2023 05:15,Letícia,21.56
quinta - 13/04/2023 05:30,Letícia,21.17
quinta - 13/04/2023 05:45,Letícia,21.59
quinta - 13/04/2023 06:00,Letícia,21.53
quinta - 13/04/2023 06:15,Letícia,21.95
quinta - 13/04/2023 06:30,Letícia,22.23
quinta - 13/04/2023 06:45,Letícia,22.26
quinta - 13/04/2023 07:00,Letícia,22.31
quinta - 13/04/2023 07:15,Letícia,23.0
quinta - 13/04/2023 07:30,Letícia,22.83
quinta - 13/04/2023 07:45,Letícia,23.31
quinta - 13/04/2023 08:00,Marcela,23.83
quinta - 13/04/2023 08:15,Marcela,24.05
quinta - 13/04/2023 08:30,Marcela,24.51
quinta - 13/04/2023 08:45,Marcela,24.8
quinta - 13/04/2023 09:00,Marcela,24.72
quinta - 13/04/2023 09:15,Marcela,25.28
quinta - 13/04/2023 09:30,Marcela,25.81
quinta - 13/04/2023 09:45,Marcela,26.16
quinta - 13/04/2023 10:00,Marcela,26.19
quinta - 13/04/2023 10:15,Marcela,
quinta - 13/04/2023 10:30,Marcela,26.6
quinta - 13/04/2023 10:45,Marcela,27.32
quinta - 13/04/2023 11:00,Marcela,27.88
quinta - 13/04/2023 11:15,Marcela,27.66
quinta - 13/04/2023 11:30,Marcela,27.93
quinta - 13/04/2023 11:45,Marcela,28.31
quinta - 13/04/2023 12:00,Marcela,28.65
quinta - 13/04/2023 12:15,Marcela,28.94
quinta - 13/04/2023 12:30,Marcela,
quinta - 13/04/2023 12:45,Marcela,29.41
quinta - 13/04/2023 13:00,Marcela,29.3
quinta - 13/04/2023 13:15,Marcela,29.65
quinta - 13/04/2023 13:30,Marcela,30.03
quinta - 13/04/2023 13:45,Marcela,30.37
quinta - 13/04/2023 14:00,Marcela,30.24
quinta - 13/04/2023 14:15,Marcela,30.83
quinta - 13/04/2023 14:30,Marcela,30.59
quinta - 13/04/2023 14:45,Marcela,30.79
quinta - 13/04/2023 15:00,Marcela,30.61
quinta - 13/04/2023 15:15,Marcela,31.2
quinta - 13/04/2023 15:30,Marcela,31.11
quinta - 13/04/2023 15:45,Marcela,31.03
quinta - 13/04/2023 16:00,Rafael,30.98
quinta - 13/04/2023 16:15,Rafael,31.12
quinta - 13/04/2023 16:30,Rafael,30.81
quinta - 13/04/2023 16:45,Rafael,30.81
quinta - 13/04/2023 17:00,Rafael,30.88
quinta - 13/04/2023 17:15,Rafael,
quinta - 13/04/2023 17:30,Rafael,30.11
quinta - 13/04/2023 17:45,Rafael,30.76
quinta - 13/04/2023 18:00,Rafael,30.44
quinta - 13/04/2023 18:15,Rafael,30.23
quinta - 13/04/2023 18:30,Rafael,30.24
quinta - 13/04/2023 18:45,Rafael,29.34
quinta - 13/04/2023 19:00,Rafael,29.42
quinta - 13/04/2023 19:15,Rafael,29.05
quinta - 13/04/2023 19:30,Rafael,28.51
quinta - 13/04/2023 19:45,Rafael,28.89
quinta - 13/04/2023 20:00,Rafael,28.29
quinta - 13/04/2023 20:15,Rafael,28.13
quinta - 13/04/2023 20:30,Rafael,27.67
quinta - 13/04/2023 20:45,Rafael,27.48
quinta - 13/04/2023 21:00,Rafael,27.11
quinta - 13/04/2023 21:15,Rafael,26.94
quinta - 13/04/2023 21:30,Rafael,26.17
quinta - 13/04/2023 21:45,Rafael,26.33
quinta - 13/04/2023 22:00,Rafael,25.84
quinta - 13/04/2023 22:15,Rafael,25.49
quinta - 13/04/2023 22:30,Rafael,25.04
quinta - 13/04/2023 22:45,Rafael,24.77
quinta - 13/04/2023 23:00,Rafael,24.08
quinta - 13/04/2023 23:15,Rafael,24.17
quinta - 13/04/2023 23:30,Rafael,24.02
quinta - 13/04/2023 23:45,Rafael,23.16
sexta - 14/04/2023 00:00,Fábio,24.68
sexta - 14/04/2023 00:15,Fábio,24.04
sexta - 14/04/2023 00:30,Fábio,23.89
sexta - 14/04/2023 00:45,Fábio,24.02
sexta - 14/04/2023 01:00,Fábio,23.83
sexta - 14/04/2023 01:15,Fábio,24.26
sexta - 14/04/2023 01:30,Fábio,23.68
sexta - 14/04/2023 01:45,Fábio,23.91
sexta - 14/04/2023 02:00,Fábio,23.31
sexta - 14/04/2023 02:15,Fábio,23.06
sexta - 14/04/2023 02:30,Fábio,23.22
sexta - 14/04/2023 02:45,Fábio,23.33
sexta - 14/04/2023 03:00,Fábio,23.04
sexta - 14/04/2023 03:15,Fábio,22.94
sexta - 14/04/2023 03:30,Fábio,22.83
sexta - 14/04/2023 03:45,Fábio,
sexta - 14/04/2023 04:00,Fábio,23.09
sexta - 14/04/2023 04:15,Fábio,22.8
sexta - 14/04/2023 04:30,Fábio,23.08
sexta - 14/04/2023 04:45,Fábio,23.06
sexta - 14/04/2023 05:00,Fábio,23.01
sexta - 14/04/2023 05:15,Fábio,23.25
sexta - 14/04/2023 05:30,Fábio,23.5
sexta - 14/04/2023 05:45,Fábio,23.37
sexta - 14/04/2023 06:00,Fábio,23.49
sexta - 14/04/2023 06:15,Fábio,23.07
sexta - 14/04/2023 06:30,Fábio,
sexta - 14/04/2023 06:45,Fábio,23.61
sexta - 14/04/2023 07:00,Fábio,23.88
sexta - 14/04/2023 07:15,Fábio,23.99
sexta - 14/04/2023 07:30,Fábio,24.21
sexta - 14/04/2023 07:45,Fábio,24.47
sexta - 14/04/2023 08:00,Fernando,24.68
sexta - 14/04/2023 08:15,Fernando,25.12
sexta - 14/04/2023 08:30,Fernando,24.92
sexta - 14/04/2023 08:45,Fernando,25.19
sexta - 14/04/2023 09:00,Fernando,25.66
sexta - 14/04/2023 09:15,Fernando,25.31
sexta - 14/04/2023 09:30,Fernando,25.62
sexta - 14/04/2023 09:45,Fernando,25.65
sexta - 14/04/2023 10:00,Fernando,25.91
sexta - 14/04/2023 10:15,Fernando,26.29
sexta - 14/04/2023 10:30,Fernando,26.81
sexta - 14/04/2023 10:45,Fernando,27.15
sexta - 14/04/2023 11:00,Fernando,26.55
sexta - 14/04/2023 11:15,Fernando,27.06
sexta - 14/04/2023 11:30,Fernando,27.12
sexta - 14/04/2023 11:45,Fernando,27.47
sexta - 14/04/2023 12:00,Fernando,27.33
sexta - 14/04/2023 12:15,Fernando,27.92
sexta - 14/04/2023 12:30,Fernando,27.66
sexta - 14/04/2023 12:45,Fernando,28.21
sexta - 14/04/2023 13:00,Fernando,28.4
sexta - 14/04/2023 13:15,Fernando,28.54
sexta - 14/04/2023 13:30,Fernando,28.18
sexta - 14/04/2023 13:45,Fernando,28.54
sexta - 14/04/2023 14:00,Fernando,28.86
sexta - 14/04/2023 14:15,Fernando,28.38
sexta - 14/04/2023 14:30,Fernando,28.93
sexta - 14/04/2023 14:45,Fernando,29.06
sexta - 14/04/2023 15:00,Fernando,29.07
sexta - 14/04/2023 15:15,Fernando,29.02
sexta - 14/04/2023 15:30,Fernando,29.21
sexta - 14/04/2023 15:45,Fernando,28.55
sexta - 14/04/2023 16:00,Júlia,28.83
sexta - 14/04/2023 16:15,Júlia,29.07
sexta - 14/04/2023 16:30,Júlia,28.73
sexta - 14/04/2023 16:45,Júlia,29.41
sexta - 14/04/2023 17:00,Júlia,28.99
sexta - 14/04/2023 17:15,Júlia,28.58
sexta - 14/04/2023 17:30,Júlia,28.76
sexta - 14/04/2023 17:45,Júlia,28.61
sexta - 14/04/2023 18:00,Júlia,28.59
sexta - 14/04/2023 18:15,Júlia,28.45
sexta - 14/04/2023 18:30,Júlia,28.27
sexta - 14/04/2023 18:45,Júlia,
sexta - 14/04/2023 19:00,Júlia,27.82
sexta - 14/04/2023 19:15,Júlia,28.04
sexta - 14/04/2023 19:30,Júlia,27.9
sexta - 14/04/2023 19:45,Júlia,
sexta - 14/04/2023 20:00,Júlia,27.56
sexta - 14/04/2023 20:15,Júlia,27.72
sexta - 14/04/2023 20:30,Júlia,26.91
sexta - 14/04/2023 20:45,Júlia,26.71
sexta - 14/04/2023 21:00,Júlia,26.83
sexta - 14/04/2023 21:15,Júlia,26.11
sexta - 14/04/2023 21:30,Júlia,26.38
sexta - 14/04/2023 21:45,Júlia,26.41
sexta - 14/04/2023 22:00,Júlia,26.1
sexta - 14/04/2023 22:15,Júlia,25.37
sexta - 14/04/2023 22:30,Júlia,
sexta - 14/04/2023 22:45,Júlia,25.15
sexta - 14/04/2023 23:00,Júlia,25.11
sexta - 14/04/2023 23:15,Júlia,24.8
sexta - 14/04/2023 23:30,Júlia,24.35
sexta - 14/04/2023 23:45,Júlia,24.58
sábado - 15/04/2023 00:00,Fábio,23.88
sábado - 15/04/2023 00:15,Fábio,23.7
sábado - 15/04/2023 00:30,Fábio,23.5
sábado - 15/04/2023 00:45,Fábio,23.39
sábado - 15/04/2023 01:00,Fábio,23.2
sábado - 15/04/2023 01:15,Fábio,22.82
sábado - 15/04/2023 01:30,Fábio,22.72
sábado - 15/04/2023 01:45,Fábio,22.6
sábado - 15/04/2023 02:00,Fábio,22.55
sábado - 15/04/2023 02:15,Fábio,22.45
sábado - 15/04/2023 02:30,Fábio,22.14
sábado - 15/04/2023 02:45,Fábio,22.32
sábado - 15/04/2023 03:00,Fábio,21.91
sábado - 15/04/2023 03:15,Fábio,21.76
sábado - 15/04/2023 03:30,Fábio,21.88
sábado - 15/04/2023 03:45,Fábio,
sábado - 15/04/2023 04:00,Fábio,22.2
sábado - 15/04/2023 04:15,Fábio,21.99
sábado - 15/04/2023 04:30,Fábio,22.32
sábado - 15/04/2023 04:45,Fábio,21.91
sábado - 15/04/2023 05:00,Fábio,21.96
sábado - 15/04/2023 05:15,Fábio,22.37
sábado - 15/04/2023 05:30,Fábio,22.37
sábado - 15/04/2023 05:45,Fábio,22.35
sábado - 15/04/2023 06:00,Fábio,22.52
sábado - 15/04/2023 06:15,Fábio,22.88
sábado - 15/04/2023 06:30,Fábio,22.55
sábado - 15/04/2023 06:45,Fábio,22.91
sábado - 15/04/2023 07:00,Fábio,23.8
sábado - 15/04/2023 07:15,Fábio,23.69
sábado - 15/04/2023 07:30,Fábio,23.4
sábado - 15/04/2023 07:45,Fábio,23.79
sábado - 15/04/2023 08:00,Fábio,24.21
sábado - 15/04/2023 08:15,Fábio,24.1
sábado - 15/04/2023 08:30,Fábio,24.27
sábado - 15/04/2023 08:45,Fábio,25.15
sábado - 15/04/2023 09:00,Fábio,
sábado - 15/04/2023 09:15,Fábio,25.52
sábado - 15/04/2023 09:30,Fábio,25.26
sábado - 15/04/2023 09:45,Fábio,25.82
sábado - 15/04/2023 10:00,Fábio,26.38
sábado - 15/04/2023 10:15,Fábio,26.86
sábado - 15/04/2023 10:30,Fábio,26.49
sábado - 15/04/2023 10:45,Fábio,27.09
sábado - 15/04/2023 11:00,Fábio,27.4
sábado - 15/04/2023 11:15,Fábio,27.33
sábado - 15/04/2023 11:30,Fábio,27.68
sábado - 15/04/2023 11:45,Fábio,27.66
sábado - 15/04/2023 12:00,Fernando,28.17
sábado - 15/04/2023 12:15,Fernando,28.49
sábado - 15/04/2023 12:30,Fernando,28.57
sábado - 15/04/2023 12:45,Fernando,28.69
sábado - 15/04/2023 13:00,Fernando,28.98
sábado - 15/04/2023 13:15,Fernando,29.18
sábado - 15/04/2023 13:30,Fernando,29.47
sábado - 15/04/2023 13:45,Fernando,29.57
sábado - 15/04/2023 14:00,Fernando,29.33
sábado - 15/04/2023 14:15,Fernando,29.68
sábado - 15/04/2023 14:30,Fernando,29.92
sábado - 15/04/2023 14:45,Fernando,29.72
sábado - 15/04/2023 15:00,Fernando,30.02
sábado - 15/04/2023 15:15,Fernando,29.8
sábado - 15/04/2023 15:30,Fernando,29.42
sábado - 15/04/2023 15:45,Fernando,30.21
sábado - 15/04/2023 16:00,Fernando,30.03
sábado - 15/04/2023 16:15,Fernando,30.11
sábado - 15/04/2023 16:30,Fernando,29.84
sábado - 15/04/2023 16:45,Fernando,30.26
sábado - 15/04/2023 17:00,Fernando,30.01
sábado - 15/04/2023 17:15,Fernando,29.76
sábado - 15/04/2023 17:30,Fernando,29.51
sábado - 15/04/2023 17:45,Fernando,29.26
sábado - 15/04/2023 18:00,Fernando,29.01
sábado - 15/04/2023 18:15,Fernando,28.76
sábado - 15/04/2023 18:30,Fernando,28.51
sábado - 15/04/2023 18:45,Fernando,28.26
sábado - 15/04/2023 19:00,Fernando,28.01
sábado - 15/04/2023 19:15,Fernando,27.76
sábado - 15/04/2023 19:30,Fernando,27.51
sábado - 15/04/2023 19:45,Fernando,27.26
sábado - 15/04/2023 20:00,Fernando,27.01
sábado - 15/04/2023 20:15,Fernando,26.76
sábado - 15/04/2023 20:30,Fernando,26.51
sábado - 15/04/2023 20:45,Fernando,26.26
sábado - 15/04/2023 21:00,Fernando,26.01
sábado - 15/04/2023 21:15,Fernando,25.76
sábado - 15/04/2023 21:30,Fernando,25.51
sábado - 15/04/2023 21:45,Fernando,25.26
sábado - 15/04/2023 22:00,Fernando,25.01
sábado - 15/04/2023 22:15,Fernando,24.76
sábado - 15/04/2023 22:30,Fernando,24.51
sábado - 15/04/2023 22:45,Fernando,24.26
sábado - 15/04/2023 23:00,Fernando,24.01
sábado - 15/04/2023 23:15,Fernando,23.76
sábado - 15/04/2023 23:30,Fernando,23.51
sábado - 15/04/2023 23:45,Fernando,23.26
domingo - 16/04/2023 00:00,Júlia,22.24
domingo - 16/04/2023 00:15,Júlia,22.27
domingo - 16/04/2023 00:30,Júlia,22.03
domingo - 16/04/2023 00:45,Júlia,22.04
domingo - 16/04/2023 01:00,Júlia,21.47
domingo - 16/04/2023 01:15,Júlia,21.63
domingo - 16/04/2023 01:30,Júlia,21.26
domingo - 16/04/2023 01:45,Júlia,21.57
domingo - 16/04/2023 02:00,Júlia,21.59
domingo - 16/04/2023 02:15,Júlia,21.14
domingo - 16/04/2023 02:30,Júlia,21.12
domingo - 16/04/2023 02:45,Júlia,20.72
domingo - 16/04/2023 03:00,Júlia,20.79
domingo - 16/04/2023 03:15,Júlia,21.18
domingo - 16/04/2023 03:30,Júlia,
domingo - 16/04/2023 03:45,Júlia,21.16
domingo - 16/04/2023 04:00,Júlia,20.88
domingo - 16/04/2023 04:15,Júlia,21.04
domingo - 16/04/2023 04:30,Júlia,20.96
domingo - 16/04/2023 04:45,Júlia,21.03
domingo - 16/04/2023 05:00,Júlia,21.31
domingo - 16/04/2023 05:15,Júlia,20.76
domingo - 16/04/2023 05:30,Júlia,21.17
domingo - 16/04/2023 05:45,Júlia,21.31
domingo - 16/04/2023 06:00,Júlia,21.28
domingo - 16/04/2023 06:15,Júlia,21.19
domingo - 16/04/2023 06:30,Júlia,21.78
domingo - 16/04/2023 06:45,Júlia,21.41
domingo - 16/04/2023 07:00,Júlia,22.08
domingo - 16/04/2023 07:15,Júlia,21.99
domingo - 16/04/2023 07:30,Júlia,22.21
domingo - 16/04/2023 07:45,Júlia,22.3
domingo - 16/04/2023 08:00,Júlia,22.65
domingo - 16/04/2023 08:15,Júlia,22.65
domingo - 16/04/2023 08:30,Júlia,22.58
domingo - 16/04/2023 08:45,Júlia,23.28
domingo - 16/04/2023 09:00,Júlia,23.64
domingo - 16/04/2023 09:15,Júlia,23.51
domingo - 16/04/2023 09:30,Júlia,23.73
domingo - 16/04/2023 09:45,Júlia,23.36
domingo - 16/04/2023 10:00,Júlia,24.21
domingo - 16/04/2023 10:15,Júlia,24.17
domingo - 16/04/2023 10:30,Júlia,24.5
domingo - 16/04/2023 10:45,Júlia,24.85
domingo - 16/04/2023 11:00,Júlia,24.76
domingo - 16/04/2023 11:15,Júlia,25.05
domingo - 16/04/2023 11:30,Júlia,25.05
domingo - 16/04/2023 11:45,Júlia,25.56
domingo - 16/04/2023 12:00,Letícia,25.5
domingo - 16/04/2023 12:15,Letícia,25.64
domingo - 16/04/2023 12:30,Letícia,25.75
domingo - 16/04/2023 12:45,Letícia,25.98
domingo - 16/04/2023 13:00,Letícia,26.23
domingo - 16/04/2023 13:15,Letícia,26.28
domingo - 16/04/2023 13:30,Letícia,26.46
domingo - 16/04/2023 13:45,Letícia,26.57
domingo - 16/04/2023 14:00,Letícia,26.33
domingo - 16/04/2023 14:15,Letícia,26.99
domingo - 16/04/2023 14:30,Letícia,26.65
domingo - 16/04/2023 14:45,Letícia,26.47
domingo - 16/04/2023 15:00,Letícia,26.97
domingo - 16/04/2023 15:15,Letícia,26.99
domingo - 16/04/2023 15:30,Letícia,
domingo - 16/04/2023 15:45,Letícia,26.58
domingo - 16/04/2023 16:00,Letícia,27.09
domingo - 16/04/2023 16:15,Letícia,26.95
domingo - 16/04/2023 16:30,Letícia,27.04
domingo - 16/04/2023 16:45,Letícia,27.1
domingo - 16/04/2023 17:00,Letícia,26.93
domingo - 16/04/2023 17:15,Letícia,26.85
domingo - 16/04/2023 17:30,Letícia,26.67
domingo - 16/04/2023 17:45,Letícia,26.6
domingo - 16/04/2023 18:00,Letícia,26.54
domingo - 16/04/2023 18:15,Letícia,26.52
domingo - 16/04/2023 18:30,Letícia,26.5
domingo - 16/04/2023 18:45,Letícia,26.13
domingo - 16/04/2023 19:00,Letícia,25.73
domingo - 16/04/2023 19:15,Letícia,26.24
domingo - 16/04/2023 19:30,Letícia,25.94
domingo - 16/04/2023 19:45,Letícia,25.35
domingo - 16/04/2023 20:00,Letícia,25.04
domingo - 16/04/2023 20:15,Letícia,25.37
domingo - 16/04/2023 20:30,Letícia,24.85
domingo - 16/04/2023 20:45,Letícia,24.55
domingo - 16/04/2023 21:00,Letícia,24.55
domingo - 16/04/2023 21:15,Letícia,24.41
domingo - 16/04/2023 21:30,Letícia,
domingo - 16/04/2023 21:45,Letícia,24.23
domingo - 16/04/2023 22:00,Letícia,23.54
domingo - 16/04/2023 22:15,Letícia,23.87
domingo - 16/04/2023 22:30,Letícia,23.35
domingo - 16/04/2023 22:45,Letícia,23.39
domingo - 16/04/2023 23:00,Letícia,23.06
domingo - 16/04/2023 23:15,Letícia,22.78
domingo - 16/04/2023 23:30,Letícia,23.22
domingo - 16/04/2023 23:45,Letícia,22.81
segunda - 17/04/2023 00:00,Fábio,23.96
segunda - 17/04/2023 00:15,Fábio,23.95
segunda - 17/04/2023 00:30,Fábio,24.04
segunda - 17/04/2023 00:45,Fábio,23.33
segunda - 17/04/2023 01:00,Fábio,23.49
segunda - 17/04/2023 01:15,Fábio,22.83
segunda - 17/04/2023 01:30,Fábio,22.79
segunda - 17/04/2023 01:45,Fábio,22.72
segunda - 17/04/2023 02:00,Fábio,22.51
segunda - 17/04/2023 02:15,Fábio,22.46
segunda - 17/04/2023 02:30,Fábio,21.71
segunda - 17/04/2023 02:45,Fábio,21.98
segunda - 17/04/2023 03:00,Fábio,22.15
segunda - 17/04/2023 03:15,Fábio,21.91
segunda - 17/04/2023 03:30,Fábio,21.69
segunda - 17/04/2023 03:45,Fábio,22.1
segunda - 17/04/2023 04:00,Fábio,22.13
segunda - 17/04/2023 04:15,Fábio,22.13
segunda - 17/04/2023 04:30,Fábio,22.03
segunda - 17/04/2023 04:45,Fábio,21.98
segunda - 17/04/2023 05:00,Fábio,22.27
segunda - 17/04/2023 05:15,Fábio,21.93
segunda - 17/04/2023 05:30,Fábio,22.13
segunda - 17/04/2023 05:45,Fábio,22.51
segunda - 17/04/2023 06:00,Fábio,22.86
segunda - 17/04/2023 06:15,Fábio,22.53
segunda - 17/04/2023 06:30,Fábio,22.86
segunda - 17/04/2023 06:45,Fábio,
segunda - 17/04/2023 07:00,Fábio,23.17
segunda - 17/04/2023 07:15,Fábio,23.07
segunda - 17/04/2023 07:30,Fábio,23.68
segunda - 17/04/2023 07:45,Fábio,23.69
segunda - 17/04/2023 08:00,Fernando,23.83
segunda - 17/04/2023 08:15,Fernando,24.51
segunda - 17/04/2023 08:30,Fernando,24.57
segunda - 17/04/2023 08:45,Fernando,24.88
segunda - 17/04/2023 09:00,Fernando,25.38
segunda - 17/04/2023 09:15,Fernando,25.51
segunda - 17/04/2023 09:30,Fernando,25.55
segunda - 17/04/2023 09:45,Fernando,25.61
segunda - 17/04/2023 10:00,Fernando,26.37
segunda - 17/04/2023 10:15,Fernando,26.54
segunda - 17/04/2023 10:30,Fernando,26.74
segunda - 17/04/2023 10:45,Fernando,26.58
segunda - 17/04/2023 11:00,Fernando,27.11
segunda - 17/04/2023 11:15,Fernando,27.34
segunda - 17/04/2023 11:30,Fernando,27.66
segunda - 17/04/2023 11:45,Fernando,28.14
segunda - 17/04/2023 12:00,Fernando,28.0
segunda - 17/04/2023 12:15,Fernando,28.35
segunda - 17/04/2023 12:30,Fernando,28.59
segunda - 17/04/2023 12:45,Fernando,28.92
segunda - 17/04/2023 13:00,Fernando,29.02
segunda - 17/04/2023 13:15,Fernando,28.91
segunda - 17/04/2023 13:30,Fernando,29.36
segunda - 17/04/2023 13:45,Fernando,29.57
segunda - 17/04/2023 14:00,Fernando,29.65
segunda - 17/04/2023 14:15,Fernando,29.5
segunda - 17/04/2023 14:30,Fernando,29.62
segunda - 17/04/2023 14:45,Fernando,29.69
segunda - 17/04/2023 15:00,Fernando,29.94
segunda - 17/04/2023 15:15,Fernando,29.8
segunda - 17/04/2023 15:30,Fernando,29.81
segunda - 17/04/2023 15:45,Fernando,30.08
segunda - 17/04/2023 16:00,Júlia,29.91
segunda - 17/04/2023 16:15,Júlia,29.87
segunda - 17/04/2023 16:30,Júlia,29.56
segunda - 17/04/2023 16:45,Júlia,30.11
segunda - 17/04/2023 17:00,Júlia,29.73
segunda - 17/04/2023 17:15,Júlia,29.71
segunda - 17/04/2023 17:30,Júlia,29.27
segunda - 17/04/2023 17:45,Júlia,29.57
segunda - 17/04/2023 18:00,Júlia,29.33
segunda - 17/04/2023 18:15,Júlia,29.49
segunda - 17/04/2023 18:30,Júlia,28.95
segunda - 17/04/2023 18:45,Júlia,28.63
segunda - 17/04/2023 19:00,Júlia,28.78
segunda - 17/04/2023 19:15,Júlia,28.6
segunda - 17/04/2023 19:30,Júlia,28.29
segunda - 17/04/2023 19:45,Júlia,27.71
segunda - 17/04/2023 20:00,Júlia,27.69
segunda - 17/04/2023 20:15,Júlia,27.65
segunda - 17/04/2023 20:30,Júlia,27.26
segunda - 17/04/2023 20:45,Júlia,27.16
segunda - 17/04/2023 21:00,Júlia,26.71
segunda - 17/04/2023 21:15,Júlia,26.42
segunda - 17/04/2023 21:30,Júlia,26.68
segunda - 17/04/2023 21:45,Júlia,25.7
segunda - 17/04/2023 22:00,Júlia,25.78
segunda - 17/04/2023 22:15,Júlia,25.83
segunda - 17/04/2023 22:30,Júlia,24.97
segunda - 17/04/2023 22:45,Júlia,24.94
segunda - 17/04/2023 23:00,Júlia,24.38
segunda - 17/04/2023 23:15,Júlia,24.46
segunda - 17/04/2023 23:30,Júlia,24.37
segunda - 17/04/2023 23:45,Júlia,23.95
terça - 18/04/2023 00:00,Letícia,22.36
terça - 18/04/2023 00:15,Letícia,22.39
terça - 18/04/2023 00:30,Letícia,22.46
terça - 18/04/2023 00:45,Letícia,22.06
terça - 18/04/2023 01:00,Letícia,21.93
terça - 18/04/2023 01:15,Letícia,21.64
terça - 18/04/2023 01:30,Letícia,21.59
terça - 18/04/2023 01:45,Letícia,21.59
terça - 18/04/2023 02:00,Letícia,21.65
terça - 18/04/2023 02:15,Letícia,21.09
terça - 18/04/2023 02:30,Letícia,21.31
terça - 18/04/2023 02:45,Letícia,21.12
terça - 18/04/2023 03:00,Letícia,21.05
terça - 18/04/2023 03:15,Letícia,21.0
terça - 18/04/2023 03:30,Letícia,21.41
terça - 18/04/2023 03:45,Letícia,21.08
terça - 18/04/2023 04:00,Letícia,20.88
terça - 18/04/2023 04:15,Letícia,21.24
terça - 18/04/2023 04:30,Letícia,21.14
terça - 18/04/2023 04:45,Letícia,21.28
terça - 18/04/2023 05:00,Letícia,21.12
terça - 18/04/2023 05:15,Letícia,21.07
terça - 18/04/2023 05:30,Letícia,21.36
terça - 18/04/2023 05:45,Letícia,21.62
terça - 18/04/2023 06:00,Letícia,21.55
terça - 18/04/2023 06:15,Letícia,21.67
terça - 18/04/2023 06:30,Letícia,21.84
terça - 18/04/2023 06:45,Letícia,21.85
terça - 18/04/2023 07:00,Letícia,21.96
terça - 18/04/2023 07:15,Letícia,22.27
terça - 18/04/2023 07:30,Letícia,22.15
terça - 18/04/2023 07:45,Letícia,22.37
terça - 18/04/2023 08:00,Marcela,22.46
terça - 18/04/2023 08:15,Marcela,22.87
terça - 18/04/2023 08:30,Marcela,23.22
terça - 18/04/2023 08:45,Marcela,
terça - 18/04/2023 09:00,Marcela,23.44
terça - 18/04/2023 09:15,Marcela,23.19
terça - 18/04/2023 09:30,Marcela,23.56
terça - 18/04/2023 09:45,Marcela,23.6
terça - 18/04/2023 10:00,Marcela,23.7
terça - 18/04/2023 10:15,Marcela,24.54
terça - 18/04/2023 10:30,Marcela,24.71
terça - 18/04/2023 10:45,Marcela,24.7
terça - 18/04/2023 11:00,Marcela,24.75
terça - 18/04/2023 11:15,Marcela,24.97
terça - 18/04/2023 11:30,Marcela,25.22
terça - 18/04/2023 11:45,Marcela,25.45
terça - 18/04/2023 12:00,Marcela,25.53
terça - 18/04/2023 12:15,Marcela,25.55
terça - 18/04/2023 12:30,Marcela,26.1
terça - 18/04/2023 12:45,Marcela,26.12
terça - 18/04/2023 13:00,Marcela,26.43
terça - 18/04/2023 13:15,Marcela,26.08
terça - 18/04/2023 13:30,Marcela,26.46
terça - 18/04/2023 13:45,Marcela,
terça - 18/04/2023 14:00,Marcela,26.27
terça - 18/04/2023 14:15,Marcela,26.69
terça - 18/04/2023 14:30,Marcela,26.58
terça - 18/04/2023 14:45,Marcela,26.8
terça - 18/04/2023 15:00,Marcela,26.65
